"","neighbourhood_group_cleansed","latitude","longitude","room_type","bathrooms","bedrooms","price"
"27","Victoria",48.4419,-123.35661,"Private room",1,1,"$44.00"
"28","Victoria",48.41795,-123.35223,"Entire home/apt",1,1,"$99.00"
"29","Sooke",48.38375,-123.70692,"Entire home/apt",1,1,"$151.00"
"30","Langford",48.41591,-123.51703,"Entire home/apt",1,1,"$109.00"
"31","Victoria",48.42749,-123.36361,"Entire home/apt",1,2,"$109.00"
"32","Victoria",48.40891,-123.33573,"Entire home/apt",1,2,"$151.00"
"33","Victoria",48.4317,-123.32508,"Private room",1,1,"$110.00"
"34","Victoria",48.41107,-123.37675,"Entire home/apt",1,1,"$149.00"
"35","Victoria",48.41263,-123.37702,"Entire home/apt",1,0,"$120.00"
"36","Sidney",48.66178,-123.40366,"Entire home/apt",2,3,"$288.00"
"37","Victoria",48.42611,-123.34047,"Entire home/apt",1,0,"$109.00"
"38","Victoria",48.4249,-123.33928,"Entire home/apt",1,1,"$67.00"
"39","Victoria",48.43066,-123.37843,"Entire home/apt",1,1,"$125.00"
"40","Victoria",48.42641,-123.34648,"Entire home/apt",1,2,"$169.00"
"41","Victoria",48.43183,-123.32669,"Private room",1,1,"$120.00"
"42","Salt Spring Island",48.92753,-123.57295,"Private room",1,1,"$175.00"
"43","Victoria",48.42416,-123.34062,"Entire home/apt",1,1,"$120.00"
"44","Victoria",48.42598,-123.33982,"Entire home/apt",1,2,"$94.00"
"45","Victoria",48.41292,-123.37774,"Entire home/apt",1,0,"$129.00"
"46","Victoria",48.42223,-123.34636,"Entire home/apt",3,5,"$500.00"
"47","Salt Spring Island",48.9273,-123.57431,"Private room",1,1,"$196.00"
"48","Victoria",48.43936,-123.34842,"Entire home/apt",1,1,"$134.00"
"49","Victoria",48.42641,-123.36922,"Entire home/apt",1,1,"$116.00"
"50","Metchosin",48.35166,-123.55374,"Entire home/apt",1,2,"$200.00"
"51","Saanich",48.45215,-123.41781,"Entire home/apt",1,1,"$75.00"
"52","Victoria",48.42619,-123.33986,"Entire home/apt",1,2,"$90.00"
"53","Victoria",48.44101,-123.35339,"Private room",1.5,1,"$75.00"
"54","Victoria",48.43019,-123.36862,"Entire home/apt",1,1,"$190.00"
"55","Esquimalt",48.43875,-123.39495,"Private room",1,1,"$59.00"
"56","Salt Spring Island",48.87769,-123.56839,"Entire home/apt",1,1,"$224.00"
"57","Salt Spring Island",48.87961,-123.56984,"Entire home/apt",1,1,"$200.00"
"58","Victoria",48.43492,-123.34064,"Entire home/apt",1,1,"$103.00"
"59","Victoria",48.42624,-123.34019,"Entire home/apt",1,0,"$109.00"
"60","Southern Gulf Islands",48.99371,-123.57915,"Entire home/apt",1,2,"$125.00"
"61","Sooke",48.38672,-123.72408,"Entire home/apt",1,1,"$81.00"
"62","Salt Spring Island",48.76703,-123.45816,"Private room",1,1,"$136.00"
"63","Oak Bay",48.4063,-123.32034,"Entire home/apt",3,3,"$649.00"
"64","Victoria",48.42881,-123.34569,"Private room",1,0,"$90.00"
"65","Saanich",48.46888,-123.39617,"Private room",1.5,1,"$51.00"
"66","Victoria",48.4259,-123.34022,"Entire home/apt",1,2,"$95.00"
"67","Victoria",48.41537,-123.35873,"Entire home/apt",1,3,"$250.00"
"68","Victoria",48.41174,-123.37641,"Entire home/apt",1,0,"$120.00"
"69","View Royal",48.45848,-123.42771,"Entire home/apt",1,1,"$110.00"
"70","Southern Gulf Islands",48.8599,-123.35496,"Entire home/apt",0.5,1,"$110.00"
"71","Southern Gulf Islands",48.7978,-123.30928,"Entire home/apt",1,1,"$151.00"
"72","Oak Bay",48.42759,-123.32123,"Entire home/apt",2,3,"$325.00"
"73","Oak Bay",48.42031,-123.31057,"Entire home/apt",3,4,"$185.00"
"74","Saanich",48.51641,-123.36713,"Entire home/apt",1,2,"$125.00"
"75","Oak Bay",48.41497,-123.31116,"Entire home/apt",3,3,"$180.00"
"76","Southern Gulf Islands",48.84813,-123.28952,"Entire home/apt",2,3,"$280.00"
"77","Salt Spring Island",48.81277,-123.46623,"Entire home/apt",1,3,"$200.00"
"78","Colwood",48.40638,-123.50954,"Entire home/apt",1,1,"$81.00"
"79","Victoria",48.42093,-123.38111,"Entire home/apt",1,1,"$99.00"
"80","Juan de Fuca",48.38136,-123.89777,"Entire home/apt",2,3,"$250.00"
"81","Esquimalt",48.43236,-123.4141,"Entire home/apt",1,1,"$99.00"
"82","Victoria",48.4151,-123.36835,"Private room",1,1,"$81.00"
"83","Saanich",48.45587,-123.38733,"Entire home/apt",1,2,"$95.00"
"84","Saanich",48.47011,-123.40666,"Entire home/apt",3,4,"$289.00"
"85","Saanich",48.45427,-123.33873,"Private room",1,1,"$44.00"
"86","Colwood",48.41911,-123.47826,"Entire home/apt",1,1,"$73.00"
"87","Salt Spring Island",48.76368,-123.45681,"Entire home/apt",1,2,"$151.00"
"88","Esquimalt",48.42739,-123.40176,"Entire home/apt",1,1,"$58.00"
"89","Sidney",48.63568,-123.40512,"Entire home/apt",1,1,"$190.00"
"90","Victoria",48.41554,-123.34413,"Entire home/apt",1,3,"$349.00"
"91","Victoria",48.4145,-123.37753,"Entire home/apt",1,2,"$151.00"
"92","Victoria",48.44506,-123.35619,"Entire home/apt",1,2,"$190.00"
"93","Langford",48.44064,-123.52641,"Entire home/apt",1,2,"$224.00"
"94","Southern Gulf Islands",48.88462,-123.33135,"Entire home/apt",1,2,"$87.00"
"95","Juan de Fuca",48.3936,-123.98067,"Entire home/apt",1,1,"$110.00"
"96","Victoria",48.41501,-123.34893,"Entire home/apt",1,0,"$85.00"
"97","Southern Gulf Islands",48.86649,-123.3509,"Private room",2.5,5,"$401.00"
"98","Victoria",48.42535,-123.35866,"Entire home/apt",1.5,2,"$99.00"
"99","Southern Gulf Islands",48.89011,-123.36244,"Entire home/apt",1,1,"$151.00"
"100","Victoria",48.42455,-123.36021,"Entire home/apt",NA,1,"$101.00"
"101","Victoria",48.42535,-123.34216,"Entire home/apt",1,1,"$120.00"
"102","Victoria",48.42642,-123.35921,"Entire home/apt",1,1,"$140.00"
"103","Victoria",48.42284,-123.35292,"Entire home/apt",1,1,"$99.00"
"104","Victoria",48.4232,-123.35118,"Entire home/apt",1,1,"$105.00"
"105","Victoria",48.4235,-123.35287,"Entire home/apt",1,1,"$75.00"
"106","Victoria",48.4235,-123.35273,"Entire home/apt",1,1,"$103.00"
"107","Victoria",48.41304,-123.36983,"Private room",1,1,"$69.00"
"108","Metchosin",48.39644,-123.49343,"Entire home/apt",1,1,"$180.00"
"109","Oak Bay",48.42141,-123.31723,"Entire home/apt",2,3,"$336.00"
"110","Victoria",48.41071,-123.37145,"Private room",1,1,"$140.00"
"111","Saanich",48.46382,-123.35931,"Entire home/apt",1,2,"$87.00"
"112","Victoria",48.41176,-123.37663,"Entire home/apt",1,0,"$120.00"
"113","Salt Spring Island",48.83343,-123.52491,"Private room",1,2,"$190.00"
"114","Victoria",48.41495,-123.36851,"Entire home/apt",1,0,"$134.00"
"115","Victoria",48.43063,-123.3391,"Entire home/apt",1,1,"$120.00"
"116","Salt Spring Island",48.82409,-123.53024,"Entire home/apt",1,1,"$175.00"
"117","Salt Spring Island",48.82412,-123.53071,"Entire home/apt",1,2,"$276.00"
"118","Victoria",48.4165,-123.37011,"Private room",1,1,"$116.00"
"119","Victoria",48.41948,-123.37566,"Entire home/apt",1,1,"$70.00"
"120","Salt Spring Island",48.89496,-123.53323,"Private room",1,1,"$151.00"
"121","Salt Spring Island",48.89505,-123.53392,"Private room",1,1,"$185.00"
"122","Oak Bay",48.40879,-123.32144,"Entire home/apt",2,3,"$340.00"
"123","Colwood",48.43092,-123.51134,"Private room",1,1,"$200.00"
"124","Oak Bay",48.41759,-123.30264,"Entire home/apt",1.5,2,"$108.00"
"125","Southern Gulf Islands",48.80459,-123.31812,"Entire home/apt",1,2,"$195.00"
"126","Saanich",48.44964,-123.36272,"Private room",1,1,"$60.00"
"127","North Saanich",48.67691,-123.48379,"Entire home/apt",1,1,"$175.00"
"128","Victoria",48.42494,-123.36572,"Entire home/apt",1,1,"$116.00"
"129","Saanich",48.45459,-123.38306,"Entire home/apt",1,1,"$75.00"
"130","Victoria",48.41624,-123.36802,"Entire home/apt",1.5,2,"$138.00"
"131","Salt Spring Island",48.75898,-123.41407,"Entire home/apt",1,1,"$110.00"
"132","Southern Gulf Islands",48.86791,-123.28408,"Entire home/apt",1,1,"$99.00"
"133","Saanich",48.45099,-123.36285,"Private room",0,1,"$71.00"
"134","Oak Bay",48.40997,-123.32276,"Private room",1,1,"$81.00"
"135","Southern Gulf Islands",48.87846,-123.32378,"Entire home/apt",1,2,"$200.00"
"136","Victoria",48.42884,-123.37016,"Entire home/apt",1,1,"$70.00"
"137","Victoria",48.40669,-123.35122,"Entire home/apt",1,2,"$134.00"
"138","Victoria",48.41521,-123.36856,"Entire home/apt",1,1,"$99.00"
"139","Victoria",48.41617,-123.35987,"Private room",1,1,"$62.00"
"140","Southern Gulf Islands",48.89775,-123.39765,"Entire home/apt",2,3,"$241.00"
"141","Saanich",48.45643,-123.38689,"Private room",1,1,"$55.00"
"142","Victoria",48.41733,-123.36941,"Entire home/apt",1,1,"$129.00"
"143","Salt Spring Island",48.85706,-123.47932,"Entire home/apt",1,1,"$120.00"
"144","Salt Spring Island",48.87042,-123.54718,"Entire home/apt",2,3,"$258.00"
"145","Juan de Fuca",48.40681,-123.35487,"Private room",1,1,"$89.00"
"146","Victoria",48.44446,-123.37567,"Entire home/apt",1,2,"$120.00"
"147","Southern Gulf Islands",48.75421,-123.26956,"Entire home/apt",2.5,6,"$500.00"
"148","Victoria",48.41606,-123.3685,"Private room",1,1,"$90.00"
"149","North Saanich",48.69565,-123.46011,"Entire home/apt",1,2,"$110.00"
"150","Victoria",48.42653,-123.36859,"Entire home/apt",1,0,"$116.00"
"151","Sooke",48.39252,-123.61752,"Entire home/apt",1,1,"$129.00"
"152","Victoria",48.44943,-123.35379,"Entire home/apt",1,1,"$90.00"
"153","Victoria",48.42629,-123.3628,"Entire home/apt",1,1,"$113.00"
"154","Victoria",48.42285,-123.34151,"Entire home/apt",2,1,"$125.00"
"155","Victoria",48.42899,-123.3631,"Entire home/apt",1,1,"$109.00"
"156","Southern Gulf Islands",48.84491,-123.27776,"Entire home/apt",1,1,"$124.00"
"157","Salt Spring Island",48.83903,-123.49872,"Entire home/apt",1,2,"$145.00"
"158","Victoria",48.42172,-123.38056,"Entire home/apt",2,2,"$239.00"
"159","Victoria",48.42172,-123.38063,"Entire home/apt",3,3,"$270.00"
"160","Salt Spring Island",48.8331,-123.50027,"Entire home/apt",1,0,"$125.00"
"161","Juan de Fuca",48.37641,-123.83955,"Entire home/apt",1,1,"$125.00"
"162","Victoria",48.41849,-123.38342,"Private room",1,1,"$77.00"
"163","Southern Gulf Islands",48.83109,-123.26071,"Entire home/apt",1,1,"$160.00"
"164","Victoria",48.43079,-123.36634,"Entire home/apt",2,1,"$206.00"
"165","Victoria",48.41306,-123.34501,"Private room",1,1,"$58.00"
"166","Sooke",48.36718,-123.73475,"Entire home/apt",2,1,"$129.00"
"167","Southern Gulf Islands",48.87581,-123.32346,"Entire home/apt",1,1,"$125.00"
"168","Sidney",48.66661,-123.40765,"Entire home/apt",0.5,1,"$155.00"
"169","Sidney",48.66379,-123.41148,"Entire home/apt",1,2,"$129.00"
"170","Saanich",48.45873,-123.3661,"Entire home/apt",1.5,2,"$99.00"
"171","Victoria",48.4204,-123.36415,"Entire home/apt",2,2,"$199.00"
"172","Saanich",48.52214,-123.37171,"Entire home/apt",2,2,"$128.00"
"173","Salt Spring Island",48.85272,-123.52365,"Entire home/apt",0.5,0,"$89.00"
"174","North Saanich",48.62792,-123.41197,"Private room",1,1,"$160.00"
"175","Salt Spring Island",48.76945,-123.43006,"Entire home/apt",2.5,4,"$450.00"
"176","Victoria",48.42267,-123.38499,"Private room",1,1,"$99.00"
"177","Victoria",48.42059,-123.38298,"Entire home/apt",1,1,"$109.00"
"178","Victoria",48.42109,-123.37672,"Private room",1,1,"$26.00"
"179","Saanich",48.49021,-123.30853,"Entire home/apt",1,1,"$200.00"
"180","Victoria",48.41695,-123.3671,"Entire home/apt",1,2,"$110.00"
"181","Southern Gulf Islands",48.84099,-123.25475,"Entire home/apt",1,2,"$200.00"
"182","Salt Spring Island",48.90042,-123.55017,"Entire home/apt",1,0,"$99.00"
"183","Victoria",48.44073,-123.35331,"Entire home/apt",1,1,"$77.00"
"184","Langford",48.46028,-123.48647,"Entire home/apt",1,1,"$65.00"
"185","Victoria",48.41889,-123.35461,"Private room",1,1,"$50.00"
"186","Langford",48.47683,-123.52732,"Entire home/apt",2,2,"$151.00"
"187","Victoria",48.41687,-123.35205,"Entire home/apt",1,1,"$120.00"
"188","Esquimalt",48.4165,-123.40392,"Entire home/apt",1,0,"$109.00"
"189","Sooke",48.39394,-123.62053,"Private room",1,1,"$129.00"
"190","Victoria",48.4216,-123.36149,"Entire home/apt",2,2,"$190.00"
"191","Oak Bay",48.43977,-123.30681,"Private room",1,3,"$95.00"
"192","Victoria",48.42521,-123.32913,"Entire home/apt",1,1,"$87.00"
"193","Victoria",48.44453,-123.34121,"Entire home/apt",0.5,1,"$75.00"
"194","Juan de Fuca",48.37638,-123.84168,"Entire home/apt",1.5,2,"$175.00"
"195","Saanich",48.45242,-123.34171,"Entire home/apt",2,3,"$151.00"
"196","Victoria",48.42666,-123.3706,"Entire home/apt",1,1,"$120.00"
"197","Salt Spring Island",48.79039,-123.43772,"Entire home/apt",1,1,"$160.00"
"198","Salt Spring Island",48.7703,-123.44859,"Entire home/apt",1,0,"$99.00"
"199","Juan de Fuca",48.36179,-123.81329,"Entire home/apt",2.5,3,"$134.00"
"200","Victoria",48.42597,-123.36907,"Entire home/apt",1,1,"$120.00"
"201","Salt Spring Island",48.77057,-123.44824,"Entire home/apt",2,2,"$259.00"
"202","Victoria",48.44945,-123.35566,"Entire home/apt",2.5,4,"$250.00"
"203","Saanich",48.45521,-123.38898,"Entire home/apt",1,1,"$70.00"
"204","Victoria",48.43527,-123.3361,"Entire home/apt",1,2,"$200.00"
"205","Saanich",48.46257,-123.3236,"Entire home/apt",4,3,"$175.00"
"206","North Saanich",48.6869,-123.44438,"Entire home/apt",2,1,"$157.00"
"207","Victoria",48.41493,-123.35288,"Entire home/apt",2,2,"$151.00"
"208","Salt Spring Island",48.77019,-123.44952,"Private room",1,1,"$125.00"
"209","Victoria",48.42572,-123.32384,"Entire home/apt",2,2,"$112.00"
"210","Langford",48.44777,-123.52276,"Entire home/apt",2,3,"$235.00"
"211","Sooke",48.36471,-123.73044,"Entire home/apt",2,2,"$200.00"
"212","Juan de Fuca",48.36746,-123.78393,"Private room",1,1,"$145.00"
"213","Juan de Fuca",48.3661,-123.78547,"Private room",1,1,"$145.00"
"214","Southern Gulf Islands",48.73782,-123.20216,"Entire home/apt",1,2,"$145.00"
"215","Saanich",48.44967,-123.32967,"Entire home/apt",3,4,"$401.00"
"216","Salt Spring Island",48.8758,-123.54412,"Private room",0.5,1,"$48.00"
"217","Salt Spring Island",48.88053,-123.54421,"Entire home/apt",1,1,"$78.00"
"218","Sidney",48.64614,-123.39976,"Entire home/apt",1,2,"$228.00"
"219","Sidney",48.64483,-123.39814,"Entire home/apt",1,0,"$159.00"
"220","Saanich",48.4641,-123.41484,"Entire home/apt",2,2,"$250.00"
"221","Salt Spring Island",48.8467,-123.49772,"Entire home/apt",3,3,"$500.00"
"222","Salt Spring Island",48.76061,-123.4111,"Entire home/apt",1,1,"$120.00"
"223","Victoria",48.42743,-123.37625,"Entire home/apt",2.5,3,"$249.00"
"224","Victoria",48.41946,-123.38484,"Entire home/apt",1,1,"$99.00"
"225","Saanich",48.44395,-123.32277,"Entire home/apt",1,1,"$85.00"
"226","Salt Spring Island",48.73334,-123.48076,"Entire home/apt",1,1,"$220.00"
"227","Salt Spring Island",48.90949,-123.56458,"Entire home/apt",3,5,"$750.00"
"228","Victoria",48.42303,-123.36671,"Entire home/apt",1,1,"$99.00"
"229","Esquimalt",48.43605,-123.40662,"Entire home/apt",1,1,"$55.00"
"230","Southern Gulf Islands",48.839,-123.3292,"Entire home/apt",1,2,"$83.00"
"231","Salt Spring Island",48.78157,-123.43134,"Entire home/apt",4,5,"$380.00"
"232","Colwood",48.42343,-123.47215,"Entire home/apt",1,1,"$192.00"
"233","Colwood",48.42367,-123.47381,"Entire home/apt",1,1,"$187.00"
"234","Saanich",48.48227,-123.31299,"Private room",1,1,"$39.00"
"235","Sidney",48.6687,-123.40252,"Entire home/apt",1,1,"$142.00"
"236","Salt Spring Island",48.86111,-123.49956,"Entire home/apt",1,1,"$134.00"
"237","Victoria",48.42879,-123.37005,"Entire home/apt",1,1,"$99.00"
"238","Victoria",48.42588,-123.34439,"Entire home/apt",1,0,"$99.00"
"239","Victoria",48.42152,-123.38198,"Entire home/apt",1.5,2,"$145.00"
"240","Victoria",48.42862,-123.32596,"Private room",1,1,"$44.00"
"241","Colwood",48.42403,-123.47266,"Entire home/apt",1,1,"$198.00"
"242","Juan de Fuca",48.5558,-124.4054,"Entire home/apt",2,4,"$425.00"
"243","Salt Spring Island",48.8447,-123.49437,"Private room",1,1,"$185.00"
"244","Victoria",48.41101,-123.37293,"Private room",1,1,"$140.00"
"245","Colwood",48.41724,-123.48081,"Private room",0,1,"$89.00"
"246","Colwood",48.41734,-123.48157,"Private room",0,1,"$159.00"
"247","Victoria",48.41315,-123.33003,"Entire home/apt",1,2,"$140.00"
"248","Langford",48.41632,-123.51377,"Private room",1,1,"$125.00"
"249","Saanich",48.4855,-123.42099,"Private room",1,1,"$65.00"
"250","Southern Gulf Islands",48.97288,-123.55984,"Entire home/apt",1,1,"$169.00"
"251","Salt Spring Island",48.85465,-123.51301,"Entire home/apt",1,2,"$175.00"
"252","Southern Gulf Islands",48.91315,-123.39473,"Entire home/apt",2,4,"$294.00"
"253","Victoria",48.42751,-123.37028,"Entire home/apt",1,1,"$130.00"
"254","Juan de Fuca",48.36212,-123.80037,"Entire home/apt",1,2,"$155.00"
"255","Juan de Fuca",48.41292,-124.00845,"Entire home/apt",3,4,"$599.00"
"256","Colwood",48.42016,-123.49075,"Private room",1,1,"$65.00"
"257","Saanich",48.47569,-123.33132,"Private room",1.5,1,"$44.00"
"258","Oak Bay",48.4135,-123.31057,"Entire home/apt",1,0,"$89.00"
"259","Victoria",48.41159,-123.33372,"Entire home/apt",3,7,"$349.00"
"260","Southern Gulf Islands",48.77019,-123.28561,"Entire home/apt",1,0,"$85.00"
"261","Victoria",48.43761,-123.33766,"Entire home/apt",1,2,"$81.00"
"262","Victoria",48.41237,-123.37291,"Entire home/apt",1,2,"$110.00"
"263","Saanich",48.50501,-123.35513,"Entire home/apt",1,2,"$175.00"
"264","Salt Spring Island",48.85783,-123.51018,"Private room",1,1,"$160.00"
"265","View Royal",48.45843,-123.42711,"Entire home/apt",1,1,"$151.00"
"266","Saanich",48.46329,-123.29808,"Entire home/apt",1,1,"$85.00"
"267","Saanich",48.46187,-123.29805,"Private room",1,1,"$52.00"
"268","North Saanich",48.61399,-123.40686,"Entire home/apt",1,2,"$81.00"
"269","Victoria",48.42797,-123.36863,"Entire home/apt",1,1,"$125.00"
"270","Saanich",48.4682,-123.44166,"Entire home/apt",2.5,3,"$206.00"
"271","Sooke",48.37873,-123.73281,"Private room",1.5,2,"$69.00"
"272","Southern Gulf Islands",48.87958,-123.31913,"Entire home/apt",1,1,"$200.00"
"273","Salt Spring Island",48.85036,-123.44644,"Entire home/apt",1,2,"$206.00"
"274","Juan de Fuca",48.43857,-124.07368,"Entire home/apt",1,3,"$296.00"
"275","Langford",48.44335,-123.53248,"Entire home/apt",1.5,2,"$151.00"
"276","Colwood",48.4072,-123.49341,"Entire home/apt",1,1,"$81.00"
"277","Southern Gulf Islands",48.74921,-123.21791,"Entire home/apt",1,2,"$175.00"
"278","Sidney",48.65637,-123.41213,"Entire home/apt",1,1,"$90.00"
"279","Oak Bay",48.42484,-123.31573,"Entire home/apt",3,4,"$401.00"
"280","Saanich",48.46304,-123.29951,"Private room",1,1,"$60.00"
"281","Victoria",48.43646,-123.38988,"Entire home/apt",1.5,3,"$99.00"
"282","Esquimalt",48.44109,-123.39797,"Entire home/apt",1,1,"$71.00"
"283","Salt Spring Island",48.86246,-123.49141,"Entire home/apt",1.5,0,"$124.00"
"284","Salt Spring Island",48.84453,-123.50105,"Entire home/apt",1,1,"$125.00"
"285","Salt Spring Island",48.84301,-123.49955,"Entire home/apt",1,1,"$90.00"
"286","Victoria",48.41162,-123.35157,"Private room",1.5,1,"$59.00"
"287","Victoria",48.42139,-123.34465,"Entire home/apt",1,2,"$151.00"
"288","Saanich",48.47394,-123.39043,"Private room",1,1,"$35.00"
"289","Saanich",48.46185,-123.36936,"Private room",1,1,"$60.00"
"290","Saanich",48.52545,-123.37107,"Private room",1,1,"$81.00"
"291","Southern Gulf Islands",48.90581,-123.36285,"Entire home/apt",1,1,"$85.00"
"292","Sooke",48.37324,-123.74655,"Private room",1,1,"$36.00"
"293","Victoria",48.41052,-123.33573,"Entire home/apt",2,2,"$175.00"
"294","Langford",48.4553,-123.48806,"Private room",1,1,"$43.00"
"295","Saanich",48.46502,-123.34168,"Entire home/apt",1,1,"$95.00"
"296","Salt Spring Island",48.8113,-123.4922,"Entire home/apt",1,1,"$116.00"
"297","Victoria",48.42936,-123.3694,"Entire home/apt",1,0,"$89.00"
"298","Victoria",48.42863,-123.37038,"Entire home/apt",1,1,"$125.00"
"299","Oak Bay",48.44275,-123.30846,"Private room",1,1,"$58.00"
"300","Southern Gulf Islands",48.74482,-123.25412,"Entire home/apt",1,0,"$151.00"
"301","Victoria",48.41197,-123.35515,"Entire home/apt",2,2,"$190.00"
"302","Juan de Fuca",48.4334,-124.06957,"Entire home/apt",1,2,"$151.00"
"303","Esquimalt",48.42904,-123.40738,"Entire home/apt",1,1,"$75.00"
"304","Victoria",48.41805,-123.33681,"Entire home/apt",2.5,3,"$298.00"
"305","Salt Spring Island",48.84919,-123.50043,"Entire home/apt",3,4,"$526.00"
"306","Saanich",48.46759,-123.41165,"Entire home/apt",1,1,"$99.00"
"307","Southern Gulf Islands",48.74025,-123.2177,"Entire home/apt",1,2,"$175.00"
"308","Southern Gulf Islands",48.84058,-123.25361,"Entire home/apt",1,1,"$116.00"
"309","Victoria",48.4216,-123.38222,"Private room",1,1,"$70.00"
"310","Victoria",48.43429,-123.38325,"Entire home/apt",1,1,"$75.00"
"311","Juan de Fuca",48.39073,-123.93406,"Entire home/apt",1,1,"$125.00"
"312","North Saanich",48.61652,-123.40452,"Entire home/apt",2.5,3,"$250.00"
"313","Langford",48.46727,-123.5064,"Private room",1,1,"$35.00"
"314","Victoria",48.42126,-123.38051,"Entire home/apt",2,2,"$316.00"
"315","Southern Gulf Islands",48.85145,-123.30171,"Entire home/apt",1,2,"$137.00"
"316","Juan de Fuca",48.57206,-123.49113,"Private room",1,1,"$52.00"
"317","Metchosin",48.39087,-123.50103,"Entire home/apt",1,1,"$70.00"
"318","Langford",48.48813,-123.54551,"Entire home/apt",1,2,"$125.00"
"319","Victoria",48.42129,-123.36361,"Entire home/apt",1,0,"$188.00"
"320","Victoria",48.42179,-123.38508,"Private room",1,1,"$99.00"
"321","Southern Gulf Islands",48.87961,-123.32403,"Entire home/apt",2,4,"$250.00"
"322","Victoria",48.41649,-123.36664,"Entire home/apt",1,1,"$138.00"
"323","Victoria",48.41382,-123.37173,"Entire home/apt",2,2,"$220.00"
"324","Victoria",48.41306,-123.37351,"Entire home/apt",1,1,"$90.00"
"325","Salt Spring Island",48.8553,-123.50691,"Entire home/apt",1,1,"$95.00"
"326","Victoria",48.40721,-123.35582,"Entire home/apt",1,1,"$81.00"
"327","Victoria",48.42298,-123.36472,"Entire home/apt",2,2,"$109.00"
"328","Victoria",48.41646,-123.35832,"Private room",1.5,1,"$48.00"
"329","Esquimalt",48.42171,-123.40837,"Entire home/apt",2,4,"$325.00"
"330","Victoria",48.41711,-123.36884,"Entire home/apt",2,1,"$99.00"
"331","Metchosin",48.38788,-123.50183,"Entire home/apt",1,2,"$152.00"
"332","Juan de Fuca",48.5542,-124.41573,"Entire home/apt",1,1,"$130.00"
"333","Juan de Fuca",48.42496,-124.07372,"Entire home/apt",1,2,"$129.00"
"334","Saanich",48.45724,-123.35969,"Entire home/apt",1.5,3,"$179.00"
"335","Victoria",48.42615,-123.35503,"Private room",1,1,"$73.00"
"336","North Saanich",48.63313,-123.46216,"Private room",1.5,2,"$105.00"
"337","Victoria",48.4133,-123.33051,"Entire home/apt",3,3,"$180.00"
"338","Victoria",48.42999,-123.37064,"Entire home/apt",1,0,"$116.00"
"339","Langford",48.41631,-123.51884,"Entire home/apt",1,1,"$90.00"
"340","Victoria",48.42388,-123.364,"Entire home/apt",2,2,"$195.00"
"341","Southern Gulf Islands",48.86262,-123.31653,"Entire home/apt",1.5,2,"$289.00"
"342","Saanich",48.53019,-123.417,"Entire home/apt",1,1,"$99.00"
"343","Salt Spring Island",48.77081,-123.44845,"Private room",1,1,"$151.00"
"344","Sooke",48.39691,-123.66042,"Entire home/apt",1,1,"$71.00"
"345","Sooke",48.39531,-123.6594,"Private room",1,1,"$69.00"
"346","Sooke",48.3951,-123.65873,"Entire home/apt",1,1,"$70.00"
"347","Victoria",48.42979,-123.36908,"Entire home/apt",1,1,"$98.00"
"348","Victoria",48.42166,-123.38281,"Entire home/apt",1,1,"$69.00"
"349","Langford",48.45694,-123.50824,"Private room",1,1,"$138.00"
"350","Saanich",48.45585,-123.41311,"Entire home/apt",1,0,"$99.00"
"351","Saanich",48.53596,-123.38616,"Entire home/apt",1.5,2,"$85.00"
